period,account_code,account_name,statement_section,amount
2023-04,6085,Utilities - Water and Waste,Operating Expense,2160.72
2023-04,6090,Telephone and Internet,Operating Expense,2160.72
2023-04,6095,Software Subscriptions - PMS,Operating Expense,5401.8
2023-04,6100,Software Subscriptions - Imaging,Operating Expense,3241.08
2023-04,6105,IT Support and Cybersecurity,Operating Expense,4321.44
2023-04,6110,Marketing - Digital Ads,Operating Expense,10803.59
2023-04,6115,Marketing - Community Outreach,Operating Expense,3241.08
2023-04,6120,Professional Fees - Legal,Operating Expense,2160.72
2023-04,6125,Professional Fees - Accounting,Operating Expense,2700.9
2023-04,6130,Bank Charges and ACH Fees,Operating Expense,1404.47
2023-04,6135,Office Supplies,Operating Expense,1404.47
2023-04,6140,Repairs and Maintenance - Equipment,Operating Expense,4321.44
2023-04,6145,Repairs and Maintenance - Facility,Operating Expense,3781.26
2023-04,6150,Travel and Training,Operating Expense,1944.65
2023-04,6155,Licenses and Continuing Education,Operating Expense,2700.9
2023-04,6160,Insurance - Malpractice,Operating Expense,3781.26
2023-04,6165,Insurance - General Liability,Operating Expense,1620.54
2023-04,6170,Janitorial Services,Operating Expense,1944.65
2023-04,6175,Waste Disposal - Biohazard,Operating Expense,1620.54
2023-04,6180,Dues and Subscriptions,Operating Expense,1080.36
2023-04,6185,Patient Financing Fees,Operating Expense,2700.9
2023-04,6190,Bad Debt Expense,Operating Expense,5401.8
2023-04,6195,Depreciation Expense,Operating Expense,17285.75
2023-04,6200,Amortization Expense,Operating Expense,1620.54
2023-04,6205,Interest Expense,Operating Expense,3781.26
2023-04,6210,State Franchise and Local Taxes,Operating Expense,75237.75
2023-04,6215,Recruiting Expense,Operating Expense,1512.5
2023-04,6220,Postage and Courier,Operating Expense,864.29
2023-04,6225,Security Monitoring,Operating Expense,1080.36
2023-04,6230,Clinical Consulting Fees,Operating Expense,1944.65
2023-04,6235,Temporary Staffing,Operating Expense,4861.62
2023-04,6240,Software Implementation Costs,Operating Expense,1296.43
2023-04,6245,Smallwares and Breakroom,Operating Expense,972.32
2023-05,1000,Operating Cash,Balance Sheet,259687.22
2023-05,1005,Payroll Cash,Balance Sheet,42274.66
2023-05,1100,Accounts Receivable - Insurance,Balance Sheet,25927.88
2023-05,1105,Accounts Receivable - Patient,Balance Sheet,12776.06
2023-05,1115,Allowance for Doubtful Accounts,Balance Sheet,-1127.3
2023-05,1200,Inventory - Clinical Supplies,Balance Sheet,33791.99
2023-05,1210,Prepaid Insurance,Balance Sheet,833.13
2023-05,1215,Prepaid Rent,Balance Sheet,769.04
2023-05,1300,Dental Equipment - Gross,Balance Sheet,1477638.58
2023-05,1310,Leasehold Improvements - Gross,Balance Sheet,905649.45
2023-05,1320,Accumulated Depreciation,Balance Sheet,-1002208.42
2023-05,1325,ROU Asset - Operating Leases,Balance Sheet,394000.0
2023-05,2000,Accounts Payable - Trade,Balance Sheet,-65049.33
2023-05,2005,Accounts Payable - Labs,Balance Sheet,-33510.26
2023-05,2010,Accrued Payroll and Taxes,Balance Sheet,-16129.25
2023-05,2025,Accrued Other Expenses,Balance Sheet,-14888.54
2023-05,2035,Patient Prepayments,Balance Sheet,-7687.01
2023-05,2040,Deferred Revenue - Membership Plan,Balance Sheet,-5910.49
2023-05,2055,Line of Credit,Balance Sheet,-503444.3
2023-05,2060,Long-term Debt,Balance Sheet,-691377.7
2023-05,3000,Common Stock,Balance Sheet,-100000.0
2023-05,3005,Additional Paid-in Capital,Balance Sheet,-120000.0
2023-05,3010,Retained Earnings,Balance Sheet,-595895.35
2023-05,3015,Owner Distributions,Balance Sheet,3879.93
2023-05,3045,Current Year Earnings,Balance Sheet,454569.4
2023-05,4000,Hygiene Preventive Revenue,Revenue,-213737.13
2023-05,4005,Hygiene Periodontal Revenue,Revenue,-98647.9
2023-05,4010,Periodic Exams Revenue,Revenue,-65765.27
2023-05,4015,New Patient Exams Revenue,Revenue,-49323.95
2023-05,4020,Restorative Fillings Revenue,Revenue,-131530.54
2023-05,4025,Crown and Bridge Revenue,Revenue,-164413.17
2023-05,4030,Endodontic Revenue,Revenue,-98647.9
2023-05,4035,Oral Surgery Revenue,Revenue,-98647.9
2023-05,4040,Invisalign Revenue,Revenue,-131530.54
2023-05,4045,Whitening Revenue,Revenue,-32882.63
2023-05,4050,Pediatric Dentistry Revenue,Revenue,-49323.95
2023-05,4055,Implant Placement Revenue,Revenue,-115089.22
2023-05,4060,Implant Restoration Revenue,Revenue,-65765.27
2023-05,4065,Prosthodontic Revenue,Revenue,-49323.95
2023-05,4070,Emergency Visit Revenue,Revenue,-41103.29
2023-05,4075,Radiography and Diagnostics Revenue,Revenue,-41103.29
2023-05,4080,Night Guard and Appliance Revenue,Revenue,-16441.32
2023-05,4085,Other Clinical Revenue,Revenue,-16441.32
2023-05,4090,Insurance Reimbursements True-up,Revenue,-24661.98
2023-05,4091,Dental Membership Plan Revenue,Revenue,-19729.58
2023-05,4092,Sedation Adjunct Revenue,Revenue,-16441.32
2023-05,4093,Cancellation and Late Fee Revenue,Revenue,-8220.66
2023-05,4094,Capitation Revenue,Revenue,-16441.32
2023-05,4095,Contractual Adjustments and Write-offs,Revenue,-106837.03
2023-05,4096,Lab Cost Reimbursements,Revenue,-13153.05
2023-05,5000,Dental Consumable Supplies,COGS,42015.86
2023-05,5005,Sterilization Supplies,COGS,21007.93
2023-05,5010,Anesthesia and Sedation Drugs,COGS,14005.29
2023-05,5015,Implant Components,COGS,28010.57
2023-05,5020,Endodontic Materials,COGS,14005.29
2023-05,5025,Oral Surgery Supplies,COGS,14005.29
2023-05,5030,Orthodontic Aligner Lab Fees,COGS,28010.57
2023-05,5035,Crown and Bridge Lab Fees,COGS,42015.86
2023-05,5040,Denture and Prosthetic Lab Fees,COGS,21007.93
2023-05,5045,Whitening Material Costs,COGS,7002.64
2023-05,5050,PPE and Infection Control,COGS,17506.61
2023-05,5055,Clinical Laundry and Linen,COGS,7002.64
2023-05,5060,Merchant Processing - Patient Payments,COGS,14005.29
2023-05,5065,Small Clinical Instruments,COGS,10503.96
2023-05,5070,Disposable Chairside Kits,COGS,10503.96
2023-05,5075,Temporary Crown Materials,COGS,7002.64
2023-05,5080,Nitrous Oxide and Gas Supplies,COGS,7002.64
2023-05,5085,Intraoral Scanner Tips,COGS,7002.64
2023-05,5090,Surgical Sutures and Dressings,COGS,7002.64
2023-05,5095,Lab Shipping and Handling,COGS,10503.96
2023-05,6000,Dentist Payroll,Operating Expense,166563.12
2023-05,6005,Dentist Payroll Taxes,Operating Expense,13880.26
2023-05,6010,Hygienist Payroll,Operating Expense,117982.21
2023-05,6015,Hygienist Payroll Taxes,Operating Expense,9716.18
2023-05,6020,Dental Assistant Payroll,Operating Expense,104101.95
2023-05,6025,Dental Assistant Payroll Taxes,Operating Expense,8328.16
2023-05,6030,Front Desk Payroll,Operating Expense,62461.17
2023-05,6035,Front Desk Payroll Taxes,Operating Expense,4858.09
2023-05,6040,Practice Manager Payroll,Operating Expense,33312.62
2023-05,6045,Practice Manager Payroll Taxes,Operating Expense,2776.05
2023-05,6050,Employee Benefits - Health,Operating Expense,30536.57
2023-05,6055,Employee Benefits - Retirement,Operating Expense,11104.21
2023-05,6060,Rent - Main Clinic,Operating Expense,69401.3
2023-05,6065,Rent - Satellite Operatories,Operating Expense,13880.26
2023-05,6070,Common Area Maintenance,Operating Expense,12492.23
2023-05,6075,Property Insurance,Operating Expense,5552.1
2023-05,6080,Utilities - Electric and Gas,Operating Expense,6940.13
2023-05,6085,Utilities - Water and Waste,Operating Expense,2776.05
2023-05,6090,Telephone and Internet,Operating Expense,2776.05
2023-05,6095,Software Subscriptions - PMS,Operating Expense,6940.13
2023-05,6100,Software Subscriptions - Imaging,Operating Expense,4164.08
2023-05,6105,IT Support and Cybersecurity,Operating Expense,5552.1
2023-05,6110,Marketing - Digital Ads,Operating Expense,13880.26
2023-05,6115,Marketing - Community Outreach,Operating Expense,4164.08
2023-05,6120,Professional Fees - Legal,Operating Expense,2776.05
2023-05,6125,Professional Fees - Accounting,Operating Expense,3470.06
2023-05,6130,Bank Charges and ACH Fees,Operating Expense,1804.43
2023-05,6135,Office Supplies,Operating Expense,1804.43
2023-05,6140,Repairs and Maintenance - Equipment,Operating Expense,5552.1
2023-05,6145,Repairs and Maintenance - Facility,Operating Expense,4858.09
2023-05,6150,Travel and Training,Operating Expense,2498.45
2023-05,6155,Licenses and Continuing Education,Operating Expense,3470.06
2023-05,6160,Insurance - Malpractice,Operating Expense,4858.09
2023-05,6165,Insurance - General Liability,Operating Expense,2082.04
2023-05,6170,Janitorial Services,Operating Expense,2498.45
2023-05,6175,Waste Disposal - Biohazard,Operating Expense,2082.04
2023-05,6180,Dues and Subscriptions,Operating Expense,1388.03
2023-05,6185,Patient Financing Fees,Operating Expense,3470.06
2023-05,6190,Bad Debt Expense,Operating Expense,6940.13
2023-05,6195,Depreciation Expense,Operating Expense,22208.42
2023-05,6200,Amortization Expense,Operating Expense,2082.04
2023-05,6205,Interest Expense,Operating Expense,4858.09
2023-05,6210,State Franchise and Local Taxes,Operating Expense,92568.35
2023-05,6215,Recruiting Expense,Operating Expense,1943.24
2023-05,6220,Postage and Courier,Operating Expense,1110.42
2023-05,6225,Security Monitoring,Operating Expense,1388.03
2023-05,6230,Clinical Consulting Fees,Operating Expense,2498.45
2023-05,6235,Temporary Staffing,Operating Expense,6246.12
2023-05,6240,Software Implementation Costs,Operating Expense,1665.63
2023-05,6245,Smallwares and Breakroom,Operating Expense,1249.22
2023-06,1000,Operating Cash,Balance Sheet,313012.71
2023-06,1005,Payroll Cash,Balance Sheet,50955.56
2023-06,1100,Accounts Receivable - Insurance,Balance Sheet,27717.51
2023-06,1105,Accounts Receivable - Patient,Balance Sheet,13657.9
2023-06,1115,Allowance for Doubtful Accounts,Balance Sheet,-1205.11
2023-06,1200,Inventory - Clinical Supplies,Balance Sheet,28366.17
2023-06,1210,Prepaid Insurance,Balance Sheet,689.14
2023-06,1215,Prepaid Rent,Balance Sheet,636.13
2023-06,1300,Dental Equipment - Gross,Balance Sheet,1480130.26
2023-06,1310,Leasehold Improvements - Gross,Balance Sheet,907176.61
2023-06,1320,Accumulated Depreciation,Balance Sheet,-1007078.19
2023-06,1325,ROU Asset - Operating Leases,Balance Sheet,388800.0
2023-06,2000,Accounts Payable - Trade,Balance Sheet,-65988.92
2023-06,2005,Accounts Payable - Labs,Balance Sheet,-33994.29
2023-06,2010,Accrued Payroll and Taxes,Balance Sheet,-19538.48
2023-06,2025,Accrued Other Expenses,Balance Sheet,-18035.52
2023-06,2035,Patient Prepayments,Balance Sheet,-10659.17
2023-06,2040,Deferred Revenue - Membership Plan,Balance Sheet,-6685.53
2023-06,2055,Line of Credit,Balance Sheet,-503444.3
2023-06,2060,Long-term Debt,Balance Sheet,-685500.42
2023-06,3000,Common Stock,Balance Sheet,-100000.0
2023-06,3005,Additional Paid-in Capital,Balance Sheet,-120000.0
2023-06,3010,Retained Earnings,Balance Sheet,-646966.55
2023-06,3015,Owner Distributions,Balance Sheet,7954.48
2023-06,3045,Current Year Earnings,Balance Sheet,560675.51
2023-06,4000,Hygiene Preventive Revenue,Revenue,-260592.94
2023-06,4005,Hygiene Periodontal Revenue,Revenue,-120273.67
2023-06,4010,Periodic Exams Revenue,Revenue,-80182.44
2023-06,4015,New Patient Exams Revenue,Revenue,-60136.83
2023-06,4020,Restorative Fillings Revenue,Revenue,-160364.89
2023-06,4025,Crown and Bridge Revenue,Revenue,-200456.11
2023-06,4030,Endodontic Revenue,Revenue,-120273.67
2023-06,4035,Oral Surgery Revenue,Revenue,-120273.67
2023-06,4040,Invisalign Revenue,Revenue,-160364.89
2023-06,4045,Whitening Revenue,Revenue,-40091.22
2023-06,4050,Pediatric Dentistry Revenue,Revenue,-60136.83
2023-06,4055,Implant Placement Revenue,Revenue,-140319.28
2023-06,4060,Implant Restoration Revenue,Revenue,-80182.44
2023-06,4065,Prosthodontic Revenue,Revenue,-60136.83
2023-06,4070,Emergency Visit Revenue,Revenue,-50114.03
2023-06,4075,Radiography and Diagnostics Revenue,Revenue,-50114.03
2023-06,4080,Night Guard and Appliance Revenue,Revenue,-20045.61
2023-06,4085,Other Clinical Revenue,Revenue,-20045.61
2023-06,4090,Insurance Reimbursements True-up,Revenue,-30068.42
2023-06,4091,Dental Membership Plan Revenue,Revenue,-24054.73
2023-06,4092,Sedation Adjunct Revenue,Revenue,-20045.61
2023-06,4093,Cancellation and Late Fee Revenue,Revenue,-10022.81
2023-06,4094,Capitation Revenue,Revenue,-20045.61
2023-06,4095,Contractual Adjustments and Write-offs,Revenue,-134354.47
2023-06,4096,Lab Cost Reimbursements,Revenue,-16036.49
2023-06,5000,Dental Consumable Supplies,COGS,51002.03
2023-06,5005,Sterilization Supplies,COGS,25501.02
2023-06,5010,Anesthesia and Sedation Drugs,COGS,17000.68
2023-06,5015,Implant Components,COGS,34001.35
2023-06,5020,Endodontic Materials,COGS,17000.68
2023-06,5025,Oral Surgery Supplies,COGS,17000.68
2023-06,5030,Orthodontic Aligner Lab Fees,COGS,34001.35
2023-06,5035,Crown and Bridge Lab Fees,COGS,51002.03
2023-06,5040,Denture and Prosthetic Lab Fees,COGS,25501.02
2023-06,5045,Whitening Material Costs,COGS,8500.34
2023-06,5050,PPE and Infection Control,COGS,21250.85
2023-06,5055,Clinical Laundry and Linen,COGS,8500.34
2023-06,5060,Merchant Processing - Patient Payments,COGS,17000.68
2023-06,5065,Small Clinical Instruments,COGS,12750.51
2023-06,5070,Disposable Chairside Kits,COGS,12750.51
2023-06,5075,Temporary Crown Materials,COGS,8500.34
2023-06,5080,Nitrous Oxide and Gas Supplies,COGS,8500.34
2023-06,5085,Intraoral Scanner Tips,COGS,8500.34
2023-06,5090,Surgical Sutures and Dressings,COGS,8500.34
2023-06,5095,Lab Shipping and Handling,COGS,12750.51
2023-06,6000,Dentist Payroll,Operating Expense,203086.44
2023-06,6005,Dentist Payroll Taxes,Operating Expense,16923.87
2023-06,6010,Hygienist Payroll,Operating Expense,143852.89
2023-06,6015,Hygienist Payroll Taxes,Operating Expense,11846.71
2023-06,6020,Dental Assistant Payroll,Operating Expense,126929.02
2023-06,6025,Dental Assistant Payroll Taxes,Operating Expense,10154.32
2023-06,6030,Front Desk Payroll,Operating Expense,76157.41
2023-06,6035,Front Desk Payroll Taxes,Operating Expense,5923.35
2023-06,6040,Practice Manager Payroll,Operating Expense,40617.29
2023-06,6045,Practice Manager Payroll Taxes,Operating Expense,3384.77
2023-06,6050,Employee Benefits - Health,Operating Expense,37232.51
2023-06,6055,Employee Benefits - Retirement,Operating Expense,13539.1
2023-06,6060,Rent - Main Clinic,Operating Expense,84619.35
2023-06,6065,Rent - Satellite Operatories,Operating Expense,16923.87
2023-06,6070,Common Area Maintenance,Operating Expense,15231.48
2023-06,6075,Property Insurance,Operating Expense,6769.55
2023-06,6080,Utilities - Electric and Gas,Operating Expense,8461.93
2023-06,6085,Utilities - Water and Waste,Operating Expense,3384.77
2023-06,6090,Telephone and Internet,Operating Expense,3384.77
2023-06,6095,Software Subscriptions - PMS,Operating Expense,8461.93
2023-06,6100,Software Subscriptions - Imaging,Operating Expense,5077.16
2023-06,6105,IT Support and Cybersecurity,Operating Expense,6769.55
2023-06,6110,Marketing - Digital Ads,Operating Expense,16923.87
2023-06,6115,Marketing - Community Outreach,Operating Expense,5077.16
2023-06,6120,Professional Fees - Legal,Operating Expense,3384.77
2023-06,6125,Professional Fees - Accounting,Operating Expense,4230.97
2023-06,6130,Bank Charges and ACH Fees,Operating Expense,2200.1
2023-06,6135,Office Supplies,Operating Expense,2200.1
2023-06,6140,Repairs and Maintenance - Equipment,Operating Expense,6769.55
2023-06,6145,Repairs and Maintenance - Facility,Operating Expense,5923.35
2023-06,6150,Travel and Training,Operating Expense,3046.3
2023-06,6155,Licenses and Continuing Education,Operating Expense,4230.97
2023-06,6160,Insurance - Malpractice,Operating Expense,5923.35
2023-06,6165,Insurance - General Liability,Operating Expense,2538.58
2023-06,6170,Janitorial Services,Operating Expense,3046.3
2023-06,6175,Waste Disposal - Biohazard,Operating Expense,2538.58
2023-06,6180,Dues and Subscriptions,Operating Expense,1692.39
2023-06,6185,Patient Financing Fees,Operating Expense,4230.97
2023-06,6190,Bad Debt Expense,Operating Expense,8461.93
2023-06,6195,Depreciation Expense,Operating Expense,27078.19
2023-06,6200,Amortization Expense,Operating Expense,2538.58
2023-06,6205,Interest Expense,Operating Expense,5923.35
2023-06,6210,State Franchise and Local Taxes,Operating Expense,112218.6
2023-06,6215,Recruiting Expense,Operating Expense,2369.34
2023-06,6220,Postage and Courier,Operating Expense,1353.91
2023-06,6225,Security Monitoring,Operating Expense,1692.39
2023-06,6230,Clinical Consulting Fees,Operating Expense,3046.3
2023-06,6235,Temporary Staffing,Operating Expense,7615.74
2023-06,6240,Software Implementation Costs,Operating Expense,2030.86
2023-06,6245,Smallwares and Breakroom,Operating Expense,1523.15
2023-07,1000,Operating Cash,Balance Sheet,364506.41
2023-07,1005,Payroll Cash,Balance Sheet,59338.25
2023-07,1100,Accounts Receivable - Insurance,Balance Sheet,21838.43
2023-07,1105,Accounts Receivable - Patient,Balance Sheet,10760.97
2023-07,1115,Allowance for Doubtful Accounts,Balance Sheet,-949.5
2023-07,1200,Inventory - Clinical Supplies,Balance Sheet,32185.79
2023-07,1210,Prepaid Insurance,Balance Sheet,687.72
2023-07,1215,Prepaid Rent,Balance Sheet,634.82
2023-07,1300,Dental Equipment - Gross,Balance Sheet,1476488.66
2023-07,1310,Leasehold Improvements - Gross,Balance Sheet,904944.66
2023-07,1320,Accumulated Depreciation,Balance Sheet,-1011322.38
2023-07,1325,ROU Asset - Operating Leases,Balance Sheet,383600.0
2023-07,2000,Accounts Payable - Trade,Balance Sheet,-60506.64
2023-07,2005,Accounts Payable - Labs,Balance Sheet,-31170.09
2023-07,2010,Accrued Payroll and Taxes,Balance Sheet,-19354.23
2023-07,2025,Accrued Other Expenses,Balance Sheet,-17865.44
2023-07,2035,Patient Prepayments,Balance Sheet,-8296.03
2023-07,2040,Deferred Revenue - Membership Plan,Balance Sheet,-8779.91
2023-07,2055,Line of Credit,Balance Sheet,-503444.3
2023-07,2060,Long-term Debt,Balance Sheet,-677057.3
2023-07,3000,Common Stock,Balance Sheet,-100000.0
2023-07,3005,Additional Paid-in Capital,Balance Sheet,-120000.0
2023-07,3010,Retained Earnings,Balance Sheet,-704194.37
2023-07,3015,Owner Distributions,Balance Sheet,7954.48
2023-07,3045,Current Year Earnings,Balance Sheet,664114.36
2023-07,4000,Hygiene Preventive Revenue,Revenue,-303934.87
2023-07,4005,Hygiene Periodontal Revenue,Revenue,-140277.63
2023-07,4010,Periodic Exams Revenue,Revenue,-93518.42
2023-07,4015,New Patient Exams Revenue,Revenue,-70138.82
2023-07,4020,Restorative Fillings Revenue,Revenue,-187036.84
2023-07,4025,Crown and Bridge Revenue,Revenue,-233796.05
2023-07,4030,Endodontic Revenue,Revenue,-140277.63
2023-07,4035,Oral Surgery Revenue,Revenue,-140277.63
